player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Daizen Maeda,Japan,Japan,MF,28-248,1997,Celtic,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,65.0,36.1,65.0,0,0,,1,1.0,1.0,2.0,-1.0,-1.38,-5.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Hiroki Ito,Japan,Japan,DF,27-044,1999,Bayern Munich,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,6.0,2.0,4.0,2.0,,0.0,4.0,0.0,0.0,4.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Junnosuke Suzuki,Japan,Japan,DF,22-348,2003,FC Copenhagen,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,18.0,10.0,,0,1,18.0,1,3.0,1.0,0.0,1.0,5.0,3.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Junya Itō,Japan,Japan,MF,33-108,1993,Genk,2,1,115.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78,0.78,0.78,2.0,1.0,50.0,1.57,0.78,0.5,1.0,58.0,63.9,90.0,1,1,25.0,0,2.0,5.0,0.0,5.0,3.91,5.3,0.0,2.0,2.0,0.0,13.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kaishū Sano,Japan,Japan,MF,25-177,2000,Mainz 05,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,6.0,2.0,4.0,2.0,,0.0,2.0,1.0,0.0,1.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Keisuke Gotō,Japan,Japan,FW,21-022,2005,Sint-Truiden,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,3.9,,0,1,7.0,1,3.0,0.0,0.0,0.0,0.0,-2.08,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Keisuke Ōsako,Japan,Japan,GK,26-332,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keito Nakamura,Japan,Japan,MF,25-332,2000,Reims,2,2,168.0,1.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.54,0.54,1.07,0.54,1.07,4.0,1.0,25.0,2.14,0.54,0.25,1.0,84.0,93.3,84.0,1,0,,0,2.0,5.0,2.0,3.0,1.61,-5.89,0.0,3.0,1.0,1.0,5.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Kento Shiogai,Japan,Japan,FW,21-091,2005,Wolfsburg,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,3.9,,0,1,7.0,1,1.0,1.0,0.0,1.0,12.86,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ko Itakura,Japan,Japan,DF,29-149,1997,Ajax,1,1,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,3.0,4.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kōki Ogawa,Japan,Japan,FW,28-321,1997,NEC Nijmegen,1,0,16.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63,5.63,0.0,5.63,2.0,0.0,0.0,11.25,0.0,0.0,,16.0,8.9,,0,1,16.0,1,1.0,1.0,0.0,1.0,5.63,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ritsu Doan,Japan,Japan,MF,28-009,1998,Frankfurt,2,2,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,74.0,81.7,74.0,0,0,,0,2.0,4.0,2.0,2.0,1.22,-4.23,0.0,1.0,2.0,0.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Shogo Taniguchi,Japan,Japan,DF,34-345,1991,Sint-Truiden,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,1.0,2.0,2.0,0.0,0.0,-4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Shuto Machino,Japan,Japan,FW,26-268,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takefusa Kubo,Japan,Japan,MF,25-021,2001,Real Sociedad,1,1,74.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.22,0.0,1.22,1.0,0.0,0.0,1.22,0.0,0.0,,74.0,41.1,74.0,0,0,,0,1.0,1.0,2.0,-1.0,-1.22,-5.46,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Takehiro Tomiyasu,Japan,Japan,DF,27-232,1998,Ajax,2,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.96,0.0,0.0,,47.0,52.2,78.0,0,1,16.0,0,2.0,4.0,0.0,4.0,3.83,3.83,0.0,4.0,1.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Tomoki Hayakawa,Japan,Japan,GK,27-114,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuyoshi Watanabe,Japan,Japan,DF,29-140,1997,Feyenoord,1,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,74.0,41.1,74.0,0,0,,1,1.0,1.0,2.0,-1.0,-1.22,-5.46,0.0,0.0,1.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Yuito Suzuki,Japan,Japan,"FW,MF",24-243,2001,Freiburg,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,12.0,6.7,,0,1,12.0,1,3.0,1.0,0.0,1.0,7.5,5.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Yukinari Sugawara,Japan,Japan,"DF,FW",25-362,2000,Werder Bremen,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.73,2.73,0.0,0.0,17.0,18.3,,0,2,17.0,0,2.0,2.0,0.0,2.0,5.45,4.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yūto Nagatomo,Japan,Japan,"DF,MF",39-286,1986,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zion Suzuki,Japan,Japan,GK,23-308,2002,Parma,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,6.0,2.0,4.0,2.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,6.0,4.0,66.7,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,
Abdallah Al-Fakhouri,Jordan,Jordan,GK,26-154,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdallah Nasib,Jordan,Jordan,DF,32-120,1994,,2,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,85.0,94.4,85.0,1,0,,0,0.0,2.0,4.0,-2.0,-1.06,7.94,0.0,1.0,1.0,0.0,0.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Ali Azaizeh,Jordan,Jordan,MF,22-073,2004,Al-Shabab,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,5.0,5.0,,0,2,5.0,0,0.0,0.0,1.0,-1.0,-10.0,-8.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ali Olwan,Jordan,Jordan,MF,26-091,2000,,2,2,179.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,6.0,3.0,50.0,3.02,1.51,0.17,0.33,90.0,99.4,90.0,1,0,,0,0.0,2.0,5.0,-3.0,-1.51,-1.51,0.0,0.0,2.0,1.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Amer Jamous,Jordan,Jordan,MF,23-357,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anas Badawi,Jordan,Jordan,DF,28-285,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husam Abu Dahab,Jordan,Jordan,DF,26-043,2000,,1,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,89.0,49.4,89.0,0,0,,1,0.0,1.0,2.0,-1.0,-1.01,0.97,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ibrahim Sadeh,Jordan,Jordan,MF,26-059,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ihsan Haddad,Jordan,Jordan,DF,32-140,1994,,2,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.53,0.0,0.0,,85.0,94.4,85.0,1,0,,0,0.0,2.0,4.0,-2.0,-1.06,7.94,0.0,2.0,1.0,0.0,7.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mahmoud Al-Mardi,Jordan,Jordan,MF,32-262,1993,,2,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.06,1.06,0.0,0.0,43.0,47.2,75.0,0,1,10.0,0,0.0,1.0,2.0,-1.0,-1.06,0.84,0.0,2.0,1.0,0.0,5.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mo Abualnadi,Jordan,Jordan,DF,25-137,2001,,1,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,71.0,39.4,71.0,0,0,,1,0.0,1.0,1.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohammad Abu Hasheesh,Jordan,Jordan,DF,31-047,1995,,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,6.0,3.3,,0,1,6.0,1,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohammad Al-Dawud,Jordan,Jordan,"FW,MF",34-074,1992,,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,3.0,1.7,,0,1,3.0,1,0.0,0.0,1.0,-1.0,-30.0,-28.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohammad Taha,Jordan,Jordan,MF,20-347,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohannad Abu Taha,Jordan,Jordan,DF,23-143,2003,,2,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,87.0,96.7,87.0,1,0,,0,0.0,2.0,5.0,-3.0,-1.55,-1.55,0.0,1.0,1.0,0.0,5.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Musa Al-Taamari,Jordan,Jordan,FW,29-015,1997,Rennes,2,2,170.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,6.0,2.0,33.3,3.18,1.06,0.0,0.0,85.0,94.4,85.0,0,0,,0,0.0,2.0,4.0,-2.0,-1.06,7.94,0.0,2.0,2.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Nizar Al Rashdan,Jordan,Jordan,MF,27-094,1999,,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,2.0,1.0,50.0,1.0,0.5,0.5,1.0,90.0,100.0,90.0,2,0,,0,0.0,2.0,5.0,-3.0,-1.5,,0.0,4.0,3.0,0.0,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Noor Al Rawabdeh,Jordan,Jordan,MF,29-121,1997,,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,0.0,2.0,5.0,-3.0,-1.5,,0.0,1.0,0.0,0.0,0.0,1.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Nour Bani Attiah,Jordan,Jordan,GK,33-151,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odeh Al-Fakhouri,Jordan,Jordan,MF,20-215,2005,,2,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.87,0.87,0.0,0.0,52.0,57.2,88.0,0,1,15.0,0,0.0,1.0,3.0,-2.0,-1.75,-0.58,0.0,1.0,2.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Rajaei Ayed,Jordan,Jordan,MF,32-335,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saed Al-Rosan,Jordan,Jordan,DF,29-144,1997,,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0,5.6,,0,1,10.0,1,0.0,0.0,1.0,-1.0,-9.0,-7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Salim Obaid,Jordan,Jordan,DF,34-159,1992,,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0,11.1,,0,2,10.0,0,0.0,0.0,2.0,-2.0,-9.0,-8.44,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Sharara,Jordan,Jordan,FW,28-177,1997,,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.6,,0,1,1.0,1,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yazan Al-Arab,Jordan,Jordan,DF,30-145,1996,FC Seoul,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.0,2.0,5.0,-3.0,-1.5,,0.0,1.0,0.0,0.0,0.0,5.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,
Yazeed Abulaila,Jordan,Jordan,GK,33-168,1993,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.0,2.0,5.0,-3.0,-1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,5.0,2.5,12.0,7.0,58.3,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Bae Jun-ho,Korea Republic,Korea Republic,"FW,MF",22-308,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cho Gue-sung,Korea Republic,Korea Republic,FW,28-151,1998,Midtjylland,2,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,5.81,2.9,0.0,0.0,16.0,11.5,,0,2,16.0,1,0.0,0.0,0.0,0.0,0.0,0.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Cho Wi-je,Korea Republic,Korea Republic,DF,24-304,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eom Ji-sung,Korea Republic,Korea Republic,MF,24-047,2002,Swansea City,2,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,21.0,15.6,,0,2,21.0,1,1.5,1.0,0.0,1.0,2.14,2.93,0.0,0.0,1.0,0.0,3.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Hwang Hee-chan,Korea Republic,Korea Republic,FW,30-150,1996,Wolves,3,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.83,0.0,0.0,,36.0,40.0,45.0,0,2,32.0,0,1.0,2.0,0.0,2.0,1.67,3.33,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Hwang In-beom,Korea Republic,Korea Republic,MF,29-278,1996,Feyenoord,3,3,263.0,2.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.34,0.34,0.68,0.34,0.68,4.0,2.0,50.0,1.37,0.68,0.25,0.5,88.0,97.4,88.0,2,0,,0,1.0,2.0,3.0,-1.0,-0.34,-0.34,0.0,1.0,1.0,0.0,2.0,4.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Jens Castrop,Korea Republic,Korea Republic,MF,22-331,2003,Gladbach,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,45.0,16.7,,0,1,45.0,2,0.0,0.0,1.0,-1.0,-2.0,-2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jo Hyeon-woo,Korea Republic,Korea Republic,GK,34-273,1991,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Jin-gyu,Korea Republic,Korea Republic,MF,29-121,1997,Jeonbuk,2,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.73,0.0,0.0,,26.0,19.3,,0,2,26.0,1,1.5,0.0,1.0,-1.0,-1.73,-1.73,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kim Min-jae,Korea Republic,Korea Republic,DF,29-222,1996,Bayern Munich,3,3,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.37,0.37,0.0,0.0,82.0,90.7,82.0,2,0,,0,1.0,2.0,3.0,-1.0,-0.37,-0.37,0.0,2.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Kim Moon-hwan,Korea Republic,Korea Republic,MF,30-328,1995,Daejeon Hana,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,70.0,25.9,70.0,0,0,,2,0.0,0.0,1.0,-1.0,-1.29,-1.29,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kim Seung-gyu,Korea Republic,Korea Republic,GK,35-268,1990,FC Tokyo,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,3,0,,0,1.0,2.0,3.0,-1.0,-0.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,270.0,3.0,1.0,12.0,9.0,75.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kim Tae-hyeon,Korea Republic,Korea Republic,DF,25-281,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Dong-gyeong,Korea Republic,Korea Republic,"FW,MF",28-278,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Gi-hyuk,Korea Republic,Korea Republic,DF,25-353,2000,Gangwon FC,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,3,0,,0,1.0,2.0,3.0,-1.0,-0.33,,0.0,2.0,1.0,0.0,2.0,5.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Han-beom,Korea Republic,Korea Republic,DF,24-008,2002,Midtjylland,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,90.0,100.0,90.0,3,0,,0,1.0,2.0,3.0,-1.0,-0.33,,0.0,7.0,2.0,0.0,2.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Jae-sung,Korea Republic,Korea Republic,FW,33-319,1992,Mainz 05,2,2,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.54,0.77,0.0,0.0,59.0,43.3,59.0,0,0,,1,1.5,0.0,2.0,-2.0,-1.54,-2.13,0.0,1.0,4.0,1.0,0.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Kang-in,Korea Republic,Korea Republic,FW,25-126,2001,PSG,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.33,0.0,0.33,4.0,1.0,25.0,1.33,0.33,0.0,0.0,90.0,100.0,90.0,3,0,,0,1.0,2.0,3.0,-1.0,-0.33,,0.0,1.0,7.0,0.0,19.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Tae-seok,Korea Republic,Korea Republic,MF,23-332,2002,Austria Wien,2,2,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,57.0,41.9,57.0,0,0,,1,1.5,1.0,1.0,0.0,0.0,0.57,0.0,3.0,1.0,0.0,8.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Oh Hyeon-gyu,Korea Republic,Korea Republic,FW,25-074,2001,Beşiktaş,3,1,129.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7,4.0,2.0,50.0,2.79,1.4,0.25,0.5,43.0,47.8,73.0,0,2,28.0,0,1.0,1.0,1.0,0.0,0.0,0.64,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Paik Seung-ho,Korea Republic,Korea Republic,MF,29-100,1997,Birmingham City,3,3,204.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,68.0,75.6,68.0,0,0,,0,1.0,2.0,2.0,0.0,0.0,1.36,0.0,1.0,2.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
